card_id	level_requirements	quest	hitpoints	unique_drops	notes	slayer_requirement	attack_styles	equipment_slot	weapon_type	attack_speed	max_hit	aggression	hazards
item.blood_essence.26390													
item.blood_moon_chestplate.29022								Body					
item.blood_moon_helm.29028								Head					
item.blood_moon_tassets.29025								Legs					
item.blood_n_tar_snelm.3329								Head					
item.blood_pint.24774													
item.blood_rune.565													
item.blood_shard.24777													
item.blood_talisman.1450													
item.blood_tiara.5549								Head					
item.bloodbark_body.25404	60 Defence, 60 Magic							Body					
item.bloodbark_boots.25410	60 Defence, 60 Magic							Feet					
item.bloodbark_gauntlets.25407	60 Defence, 60 Magic							Hands					
item.bloodbark_helm.25413	60 Defence, 60 Magic							Head					
item.bloodbark_legs.25416	60 Defence, 60 Magic							Legs					
item.bloody_bracer.22430													
item.bloody_knife.25799													
item.blue_beret.2633								Head					
item.blue_boater.7325								Head					
item.blue_boots.630								Feet					
item.blue_candy.24981													
item.blue_cape.1021								Cape					
item.blue_d_hide_body.2499	40 Defence, 50 Ranged							Body					
item.blue_d_hide_chaps.2493	50 Ranged							Legs					
item.blue_d_hide_shield.22278	40 Defence, 50 Ranged							Shield					
item.blue_d_hide_vambraces.2487	50 Ranged							Hands					
item.blue_dark_bow_paint.12757													
item.blue_dragon_leather.2505													
item.blue_dragon_mask.12520								Head					
item.blue_dragon_scale.243													
item.blue_dragonhide.1751													
item.blue_dragonhide_set.12867													
item.blue_dye.1767													
item.blue_elegant_blouse.10428								Body					
item.blue_elegant_legs.10410								Legs					
item.blue_elegant_shirt.10408								Body					
item.blue_elegant_skirt.10430								Legs					
item.blue_feather.10089													
item.blue_firelighter.7331													
item.blue_flowers.2464								Weapon	Blunt	4			
item.blue_goblin_mail.287													
item.blue_hat.660								Head					
item.blue_headband.12301								Head					
item.blue_icon.25212													
item.blue_logs.7406													
item.blue_moon_chestplate.29013								Body					
item.blue_moon_helm.29019								Head					
item.blue_moon_spear.28988								2H	Bladed Staff	5			
item.blue_moon_tassets.29016								Legs					
item.blue_naval_shirt.8952								Body					
item.blue_navy_slacks.8991								Legs					
item.blue_robe_bottoms.650								Legs					
item.blue_robe_top.640								Body					
item.blue_skirt.1011								Legs					
item.blue_spiky_vambraces.10081	50 Ranged							Hands					
item.blue_thread.3719													
item.blue_tricorn_hat.8959								Head					
item.blue_wizard_hat.579								Head					
item.blue_wizard_robe.577								Body					
item.bluegill.22826													
item.blunt_arrow.22229								Ammo					
item.blunt_axe.4415													
item.blurberry_special.2064													
item.blurite_bar.9467													
item.blurite_bolts.9139	16 Ranged							Ammo					
item.blurite_crossbow.9176	16 Ranged							Weapon	Crossbow	6			
item.blurite_ore.668													
item.blurite_sword.667	1 Attack							Weapon	Slash Sword	5			
item.bob_s_black_shirt.10322								Body					
item.bob_s_blue_shirt.10318								Body					
item.bob_s_green_shirt.10320								Body					
item.bob_s_purple_shirt.10324								Body					
item.bob_s_red_shirt.10316								Body					
item.body_talisman.1446													
item.body_tiara.5533								Head					
item.bologano_fruit.13427													
item.bologano_seed.13424													
item.bolt_mould.9434													
item.bolt_of_cloth.8790													
item.bolt_rack.4740								Ammo					
item.bomber_cap.9945								Head					
item.bomber_jacket.9944								Body					
item.bone_bolts.8882	28 Ranged							Ammo					
item.bone_club.5018								Weapon	Blunt	6			
item.bone_dagger.8872								Weapon	Stab Sword	4			
item.bone_fragments.25139													
item.bone_in_vinegar.7813													
item.bone_mace.28792								Weapon	Spiked	4			
item.bone_seeds.7950													
item.bone_shortbow.28794								2H	Bow	4			
item.bone_spear.5016								Weapon	Spear	6			
item.bone_staff.28796								Weapon	Powered Staff	4			
item.bonecrusher.13116													
item.bonecrusher_necklace.22986	80 Prayer							Neck					
item.bonemeal.4255													
item.bones.526													
item.bones_to_bananas.8014													
item.bones_to_peaches.6926													
item.bonesack.7918								Cape					
item.book_of_balance.3844								Shield					
item.book_of_balance_page_set.13153													
item.book_of_darkness.12612								Shield					
item.book_of_darkness_page_set.13159													
item.book_of_law.12610								Shield					
item.book_of_law_page_set.13157													
item.book_of_the_dead.25818								Shield					
item.book_of_war.12608								Shield					
item.book_of_war_page_set.13155													
item.bookcase.8510													
item.boots_of_brimstone.22951	70 Defence, 70 Ranged, 70 Magic, 44 Slayer							Feet					
item.boots_of_darkness.20140	20 Defence, 40 Magic							Feet					
item.boots_of_lightness.88								Feet					
item.boots_of_stone.23037	44 Slayer							Feet					
item.boots_of_the_eye.26856								Feet					
item.botanical_pie.19662													
item.bottle_of_wine.7919													
item.bottled_dragonbreath.23002													
item.bottled_dragonbreath_unpowered.22999													
item.bottomless_compost_bucket.22994													
item.bounty_hunter_hat_tier_1.24338								Head					
item.bounty_hunter_hat_tier_2.24340								Head					
item.bounty_hunter_hat_tier_3.24342								Head					
item.bounty_hunter_hat_tier_4.24344								Head					
item.bounty_hunter_hat_tier_5.24346								Head					
item.bounty_hunter_hat_tier_6.24348								Head					
item.bow_of_faerdhinen.25865	75 Ranged							2H	Bow	5			
item.bow_of_faerdhinen_c.25867								2H	Bow	5			
item.bow_string.1777													
item.bow_sword.6818													
item.bowl_of_hot_water.4456													
item.bowl_of_water.1921													
item.bowl_wig.20110								Head					
item.box_trap.10008													
item.boxing_gloves.7671								2H	Claw	4			
item.bracelet_mould.11065													
item.bracelet_of_clay.11074								Hands					
item.bracelet_of_ethereum.21816								Hands					
item.bracelet_of_slaughter.21183								Hands					
item.braindeath_rum.7157													
item.brandy.2021													
item.brass_key.983													
item.brass_necklace.1009								Neck					
item.brassica_halo.24204								Head					
item.bravery_potion.739													
item.brawk_fish_3.20862													
item.bread_dough.2307													
item.briefcase.12335								Shield					
item.brimhaven_teleport.11745													
item.brimstone_ring.22975								Ring					
item.brine_sabre.11037	40 Attack							Weapon	Slash Sword	4			
item.broad_arrowheads.11874													
item.broad_arrows.4150	50 Ranged, 55 Slayer							Ammo					
item.broad_bolts.11875	61 Ranged, 55 Slayer							Ammo					
item.broav.29519													
item.broken_bark_snelm.3335								Head					
item.broken_dragon_hasta.22963													
item.broken_fishing_rod.6662													
item.broken_zombie_axe.28813													
item.broken_zombie_helmet.30324													
item.bronze_arrowtips.39													
item.bronze_battleaxe.1375	1 Attack							Weapon	Axe	6			
item.bronze_bolts.877	1 Ranged							Ammo					
item.bronze_bolts_unf.9375													
item.bronze_boots.4119	1 Defence							Feet					
item.bronze_brutal.4773	1 Ranged							Ammo					
item.bronze_claws.3095	1 Attack							2H	Claw	4			
item.bronze_coffin.25459								Cape					
item.bronze_crossbow_u.9454													
item.bronze_dart.806	1 Ranged							Weapon	Thrown	3			
item.bronze_dart_tip.819													
item.bronze_defender.8844	1 Attack, 1 Defence							Shield					
item.bronze_dragon_mask.12363								Head					
item.bronze_feather.10177													
item.bronze_felling_axe.28196								2H	Axe	7			
item.bronze_fire_arrow.598	1 Ranged							Ammo					
item.bronze_fist_flag.8968								Weapon	Banner	4			
item.bronze_gloves.7454								Hands					
item.bronze_gold_trimmed_set_lg.12968													
item.bronze_gold_trimmed_set_sk.12970													
item.bronze_halberd.3190	1 Attack							2H	Polearm	7			
item.bronze_hasta.11367	1 Attack							Weapon	Spear	4			
item.bronze_javelin.825	1 Ranged							Ammo					
item.bronze_javelin_tips.19570													
item.bronze_knife.864	1 Ranged							Weapon	Thrown	3			
item.bronze_limbs.9420													
item.bronze_locks.25442													
item.bronze_nails.4819													
item.bronze_plateskirt.1087	1 Defence							Legs					
item.bronze_set_lg.12960													
item.bronze_set_sk.12962													
item.bronze_spear.1237	1 Attack							2H	Spear	4			
item.bronze_sq_shield.1173	1 Defence							Shield					
item.bronze_thrownaxe.800	1 Ranged							Weapon	Thrown	5			
item.bronze_trimmed_set_lg.12964													
item.bronze_trimmed_set_sk.12966													
item.bronze_warhammer.1337	1 Attack							Weapon	Blunt	6			
item.bronze_wire.1794													
item.broodoo_shield.6235	25 Defence							Shield					
item.brown_apron.1757								Body					
item.brown_candy.24980													
item.brown_headband.2649								Head					
item.brown_naval_shirt.8955								Body					
item.brown_navy_slacks.8994								Legs					
item.brown_toy_horsey.2520													
item.brown_tricorn_hat.8962								Head					
item.bruise_blue_snelm.3333								Head					
item.bruised_banana.27485													
item.brulee.7473													
item.brulee_supreme.7476													
item.bruma_herb.20698													
item.bruma_torch.20720								Weapon	Unarmed	4			
item.bruma_torch_off_hand.29777								Shield					
item.bryophyta_s_essence.22372													
item.bryophyta_s_staff.22370	30 Attack, 30 Magic							Weapon	Staff	5			
item.buchu_seed.20909													
item.bucket_helm.19991								Head					
item.bucket_of_milk.1927													
item.bucket_of_rubble.7622													
item.bucket_of_saltwater.4693													
item.bucket_of_sand.1783													
item.bucket_of_sandworms.13430													
item.bucket_of_sap.4687													
item.bucket_of_slime.4286													
item.bucket_of_water.1929													
item.bucket_of_wax.30													
item.bucket_of_wester_sand.21243													
item.builder_s_boots.10865								Feet					
item.builder_s_shirt.10863								Body					
item.builder_s_trousers.10864								Legs					
item.bullet_arrow.22227								Ammo					
item.bullseye_lantern.4548													
item.bullseye_lantern_unf.4544													
item.burning_claw.29574													
item.burning_claws.29577								2H	Claw	4			
item.burnt_bonemeal.4258													
item.burnt_bones.528													
item.burnt_egg.7090													
item.burnt_jogre_bonemeal.4259													
item.burnt_jogre_bones.3127													
item.burnt_meat.2146													
item.burnt_mushroom.7094													
item.burnt_onion.7092													
item.burnt_page.20718													
item.butler_s_tray.29912								2H	Unarmed	4			
item.butler_s_uniform.29914								Body, Legs					
item.butterfly_jar.10012													
item.butterfly_net.10010	15 Hunter							Weapon	Spear	4			
item.cabbage.1965													
item.cabbage_round_shield.20272	30 Defence							Shield					
item.cabbage_seed.5324													
item.cabbages_1.5460													
item.cactus_seed.5280													
item.cactus_spine.6016													
item.cadantine.265													
item.cadantine_blood_potion_unf.22443													
item.cadantine_potion_unf.107													
item.cadantine_seed.5301													
item.cadava_berries.753													
item.cadava_potion.756													
item.cadavaberry_seed.5102													
item.cake.1891													
item.cake_tin.1887													
item.calamity_breeches.26755								Legs					
item.calamity_chest.26749								Body					
item.calcified_moth.29090													
item.calcite.21543													
item.calquat_fruit.5980													
item.calquat_keg.5769													
item.calquat_sapling.5503													
item.calquat_seedling.5487													
item.calquat_seedling_w.5495													
item.calquat_tree_seed.5290													
item.camel_mask.7003								Head					
item.camelot_teleport.8010													
item.camo_bottoms.6655								Legs					
item.camo_helmet.6656								Head					
item.camo_top.6654								Body					
item.camulet.6707								Neck					
item.candle.36													
item.candle_lantern.4529													
item.cannon_barrel.7145													
item.cannon_barrels.10													
item.cannon_base.6													
item.cannon_furnace.12													
item.cannon_stand.8													
item.cap_and_goggles.9946								Head					
item.cape_of_legends.1052								Cape					
item.cape_of_skulls.23351								Cape					
item.carnillean_armour.2405	1 Defence							Body					
item.carpenter_s_boots.24878								Feet					
item.carpenter_s_helmet.24872								Head					
item.carpenter_s_shirt.24874								Body					
item.carpenter_s_trousers.24876								Legs					
item.carrallanger_teleport.12776													
item.carved_oak_bench.8110													
item.carved_oak_magic_wardrobe.9853													
item.carved_oak_table.8117													
item.carved_teak_bench.8112													
item.carved_teak_magic_wardrobe.9855													
item.carved_teak_table.8119													
item.casket.405													
item.castle_wars_bracelet_3.11079								Hands					
item.castlewars_cloak.4514								Cape					
item.castlewars_hood.4513								Head					
item.cat_antipoison.6766													
item.cat_mask.12361								Head					
item.cat_training_medal.1575								Neck					
item.catalytic_talisman.26798													
item.catalytic_tiara.26801								Head					
item.catherby_teleport.24961													
item.catspeak_amulet.4677								Neck					
item.catspeak_amulet_e.6544								Neck					
item.cattleprod.278								Weapon	Stab Sword	4			
item.cavalier_mask.11280								Head					
item.cave_eel.5003													
item.cave_goblin_wire.10981													
item.cave_kraken.3272													
item.cave_nightshade.2398													
item.caviar.11326													
item.celastrus_bark.22935													
item.celastrus_sapling.22856													
item.celastrus_seed.22869													
item.celastrus_seedling.22848													
item.celastrus_seedling_w.22852													
