card_id	examine_text	source	reference
item.ancient_d_hide_boots.19921	Ancient blessed dragonhide boots.	Old School RuneScape Wiki	Ancient d'hide boots; revision 15187755; canonical ID 19921
item.ancient_d_hide_shield.23197	Ancient blessed wooden shield covered in dragon leather.	Old School RuneScape Wiki	Ancient d'hide shield; revision 15189210; canonical ID 23197
item.ancient_dragonhide_set.13171	A set containing an ancient dragonhide coif, body, chaps and bracers.	Old School RuneScape Wiki	Ancient dragonhide set; revision 15186724; canonical ID 13171
item.ancient_effigy.22302	A mysterious artifact of ancient times, very precious to emblem traders.	Pinned RuneLite OSRS cache	build 239; item ID 22302
item.ancient_emblem.21807	A mysterious artifact of ancient times, of some value to emblem traders.	Pinned RuneLite OSRS cache	build 239; item ID 21807
item.ancient_essence.27616	Pure magical energy filled with a dark power.	Old School RuneScape Wiki	Ancient essence; revision 15191163; canonical ID 27616
item.ancient_full_helm.12466	Rune full helmet in the colours of a long-forgotten god.	Old School RuneScape Wiki	Ancient full helm; revision 15185956; canonical ID 12466
item.ancient_godsword.26233	A mysterious, heavy sword.	Old School RuneScape Wiki	Ancient godsword; revision 15262319; canonical ID 26233
item.ancient_halo.24201	Halo with the protection of an ancient god.	Old School RuneScape Wiki	Ancient halo; revision 15260296; canonical ID 24201
item.ancient_hilt.26370	Brimming with potential.	Pinned RuneLite OSRS cache	build 239; item ID 26370
item.ancient_kiteshield.12468	Rune kiteshield in the colours of a long-forgotten god.	Old School RuneScape Wiki	Ancient kiteshield; revision 15185957; canonical ID 12468
item.ancient_lamp.28409	Good for rubbing.	Old School RuneScape Wiki	Ancient lamp; revision 15191513; canonical ID 28409
item.ancient_mace.11061	It has ancient goblin symbols on it.	Old School RuneScape Wiki	Ancient mace; revision 15184174; canonical ID 11061
item.ancient_magicks_tablet.20430	Breaking this will unleash an ancient knowledge.	Old School RuneScape Wiki	Ancient magicks tablet; revision 15211531; canonical ID 20430
item.ancient_medallion.22299	A mysterious artifact of ancient times, precious to emblem traders.	Pinned RuneLite OSRS cache	build 239; item ID 22299
item.ancient_mitre.12203	An Ancient mitre.	Old School RuneScape Wiki	Ancient mitre; revision 15186099; canonical ID 12203
item.ancient_mix.26353	One dose of fishy ancient brew.	Old School RuneScape Wiki	Ancient mix(1); revision 15190672; canonical ID 26353
item.ancient_page_1.12621	This seems to have been torn from a book...	Pinned RuneLite OSRS cache	build 239; item ID 12621
item.ancient_page_2.12622	This seems to have been torn from a book...	Pinned RuneLite OSRS cache	build 239; item ID 12622
item.ancient_page_3.12623	This seems to have been torn from a book...	Pinned RuneLite OSRS cache	build 239; item ID 12623
item.ancient_page_4.12624	This seems to have been torn from a book...	Pinned RuneLite OSRS cache	build 239; item ID 12624
item.ancient_platebody.12460	Rune platebody in the colours of a long-forgotten god.	Old School RuneScape Wiki	Ancient platebody; revision 15185958; canonical ID 12460
item.ancient_platelegs.12462	Rune platelegs in the colours of a long-forgotten god.	Old School RuneScape Wiki	Ancient platelegs; revision 15185960; canonical ID 12462
item.ancient_plateskirt.12464	Rune plateskirt in the colours of a long-forgotten god.	Old School RuneScape Wiki	Ancient plateskirt; revision 15185959; canonical ID 12464
item.ancient_relic.22305	A mysterious artifact of ancient times, emblem traders will pay you extremely handsomely for this.	Pinned RuneLite OSRS cache	build 239; item ID 22305
item.ancient_robe_legs.12195	Leggings from the Ancient Vestments.	Old School RuneScape Wiki	Ancient robe legs; revision 15186098; canonical ID 12195
item.ancient_robe_top.12193	Ancient Vestments.	Old School RuneScape Wiki	Ancient robe top; revision 15186097; canonical ID 12193
item.ancient_rune_armour_set_lg.13060	A set containing a full helm, platebody, legs and kiteshield.	Pinned RuneLite OSRS cache	build 239; item ID 13060
item.ancient_rune_armour_set_sk.13062	A set containing a full helm, platebody, skirt and kiteshield.	Pinned RuneLite OSRS cache	build 239; item ID 13062
item.ancient_sceptre.27624	A very old and powerful stick.	Old School RuneScape Wiki	Ancient sceptre; revision 15275937; canonical ID 27624
item.ancient_staff.4675	A magical staff of ancient origin...	Old School RuneScape Wiki	Ancient staff; revision 15182769; canonical ID 4675
item.ancient_statuette.21813	A mysterious artifact of ancient times, of substantial value to emblem traders.	Pinned RuneLite OSRS cache	build 239; item ID 21813
item.ancient_stole.12201	An Ancient stole.	Old School RuneScape Wiki	Ancient stole; revision 15186102; canonical ID 12201
item.ancient_totem.21810	A mysterious artifact of ancient times, of reasonable value to emblem traders.	Pinned RuneLite OSRS cache	build 239; item ID 21810
item.ancient_wyvern_shield.21633	A magical shield with a wyvern visage.	Old School RuneScape Wiki	Ancient wyvern shield; revision 15259880; canonical ID 21633
item.anger_battleaxe.7807	A heavy duty axe.	Old School RuneScape Wiki	Anger battleaxe; revision 15182770; canonical ID 7807
item.anger_mace.7808	A heavy duty mace.	Old School RuneScape Wiki	Anger mace; revision 15182771; canonical ID 7808
item.anger_spear.7809	A heavy duty spear.	Old School RuneScape Wiki	Anger spear; revision 15182772; canonical ID 7809
item.anger_sword.7806	A heavy duty sword.	Old School RuneScape Wiki	Anger sword; revision 15182773; canonical ID 7806
item.angler_boots.13261	Where's Welly?	Old School RuneScape Wiki	Angler boots; revision 15210540; canonical ID 13261
item.angler_hat.13258	This will help with fishing.	Old School RuneScape Wiki	Angler hat; revision 15210537; canonical ID 13258
item.angler_s_paint.32096	A salmon pink paint. This might look good on a boat.	Pinned RuneLite OSRS cache	build 239; item ID 32096
item.angler_top.13259	This will help with fishing.	Old School RuneScape Wiki	Angler top; revision 15210538; canonical ID 13259
item.angler_waders.13260	This will help with fishing.	Old School RuneScape Wiki	Angler waders; revision 15210539; canonical ID 13260
item.anglerfish.13441	I hope this tastes better than it looks.	Old School RuneScape Wiki	Anglerfish; revision 15187190; canonical ID 13441
item.anguish_ornament_kit.22246	Use on a necklace of anguish to make it look fancier!	Pinned RuneLite OSRS cache	build 239; item ID 22246
item.anima_infused_bark.28134	Tree bark infused with magical energy and valued by foresters.	Old School RuneScape Wiki	Anima-infused bark; revision 15191358; canonical ID 28134
item.animals_bones.6904	Various animals' bones.	Old School RuneScape Wiki	Animals' bones; revision 15187536; canonical ID 6904
item.ankou_gloves.20101	These gloves will make your flesh transparent.	Old School RuneScape Wiki	Ankou gloves; revision 15187697; canonical ID 20101
item.ankou_mask.20095	This mask will make your flesh transparent.	Old School RuneScape Wiki	Ankou mask; revision 15187694; canonical ID 20095
item.ankou_s_leggings.20104	These leggings will make your flesh transparent.	Old School RuneScape Wiki	Ankou's leggings; revision 15187696; canonical ID 20104
item.ankou_socks.20107	These socks will make your flesh transparent.	Old School RuneScape Wiki	Ankou socks; revision 15187698; canonical ID 20107
item.ankou_top.20098	This top will make your flesh transparent.	Old School RuneScape Wiki	Ankou top; revision 15187695; canonical ID 20098
item.annakarl_teleport.12775	A teleport to Annakarl, in level 46 Wilderness.	Old School RuneScape Wiki	Annakarl teleport (tablet); revision 15186388; canonical ID 12775
item.anti_dragon_shield.1540	This provides partial protection from dragonbreath attacks.	Old School RuneScape Wiki	Anti-dragon shield; revision 15182774; canonical ID 1540
item.anti_odour_salt.31712	A special salt used by experienced hunters to remove their sent from traps.	Pinned RuneLite OSRS cache	build 239; item ID 31712
item.anti_poison_supermix.11475	One dose of fishy super antipoison potion.	Old School RuneScape Wiki	Anti-poison supermix(1); revision 15182645; canonical ID 11475
item.anti_venom_4.12905	1 dose of antivenom potion.	Old School RuneScape Wiki	Anti-venom(4); revision 15186560; canonical ID 12905
item.anti_venom_4.12913	1 dose of super antivenom potion.	Old School RuneScape Wiki	Anti-venom+(4); revision 15243456; canonical ID 12913
item.antidote_4.5943	1 dose of extra strong antipoison potion.	Old School RuneScape Wiki	Antidote+(4); revision 15182643; canonical ID 5943
item.antidote_4.5952	1 dose of super strong antipoison potion.	Old School RuneScape Wiki	Antidote++(4); revision 15185228; canonical ID 5952
item.antidote_mix.11503	One dose of fishy extra strength antidote potion.	Old School RuneScape Wiki	Antidote+ mix(1); revision 15182646; canonical ID 11503
item.antidote_unf.5942	A vial of coconut milk and Toadflax.	Old School RuneScape Wiki	Antidote+ (unf); revision 15186533; canonical ID 5942
item.antidote_unf.5951	A vial of coconut milk and Irit Leaf.	Old School RuneScape Wiki	Antidote++ (unf); revision 15186535; canonical ID 5951
item.antifire_mix.11507	One dose of fishy anti-firebreath potion.	Old School RuneScape Wiki	Antifire mix(1); revision 15182640; canonical ID 11507
item.antifire_potion.2458	1 dose of anti-firebreath potion.	Old School RuneScape Wiki	Antifire potion(1); revision 15185102; canonical ID 2458
item.antipoison.179	1 dose of antipoison potion.	Old School RuneScape Wiki	Antipoison(1); revision 15234735; canonical ID 179
item.antipoison.25754	The potion purges the lizardmen's poison. It was mixed particularly badly.	Old School RuneScape Wiki	Antipoison (-); revision 15190222; canonical ID 25754
item.antipoison.25762	The potion purges the lizardmen's poison. It was mixed perfectly!	Old School RuneScape Wiki	Antipoison (+); revision 15190223; canonical ID 25762
item.antipoison_mix.11435	One dose of fishy antipoison potion.	Old School RuneScape Wiki	Antipoison mix(1); revision 15182641; canonical ID 11435
item.antipoison_potion.25758	The potion purges the lizardmen's poison.	Old School RuneScape Wiki	Antipoison potion; revision 15183744; canonical ID 25758
item.antique_lamp.4447	I wonder what happens if I rub it...	Old School RuneScape Wiki	Antique lamp (One Small Favour); revision 15190498; verified ID 4447
item.antler_guard.31081	Surprisingly flexible.	Old School RuneScape Wiki	Antler guard; revision 15192964; canonical ID 31081
item.ape_atoll_teleport.19631	A teleport to Ape Atoll.	Old School RuneScape Wiki	Ape atoll teleport (tablet); revision 15187525; canonical ID 19631
item.apple_barrel.6094	A barrel full of mushed apples.	Old School RuneScape Wiki	Apple barrel; revision 15238294; canonical ID 6094
item.apple_mush.5992	A bucket of apple mush.	Old School RuneScape Wiki	Apple mush; revision 15182686; canonical ID 5992
item.apple_pie.2323	Mmm Apple pie.	Old School RuneScape Wiki	Apple pie; revision 15242171; canonical ID 2323
item.apple_sapling.5496	This sapling is ready to be replanted in a fruit tree patch.	Pinned RuneLite OSRS cache	build 239; item ID 5496
item.apple_seedling.5480	An apple tree seed has been sown in this plant pot.	Old School RuneScape Wiki	Apple seedling; revision 15186080; canonical ID 5480
item.apple_seedling_w.5488	An apple tree seed has been sown in this plant pot.	Old School RuneScape Wiki	Apple seedling (w); revision 15186080; canonical ID 5488
item.apple_tree_seed.5283	Plant in a plantpot of soil to grow a sapling.	Old School RuneScape Wiki	Apple tree seed; revision 15182689; canonical ID 5283
item.apples_1.5378	A fruit basket filled with apples.	Old School RuneScape Wiki	Apples; revision 15185892; canonical ID 5378
item.apprentice_wand.6910	An apprentice level wand.	Old School RuneScape Wiki	Apprentice wand; revision 15182775; canonical ID 6910
item.aquanite_hopper.32879	An autoloading contraption made of aquanite bits. Slimy.	Old School RuneScape Wiki	Aquanite hopper; revision 15273548; canonical ID 32879
item.aquanite_tendon.32876	A tendon. How nice.	Pinned RuneLite OSRS cache	build 239; item ID 32876
item.aranea_boots.29806	Boots that are surrounded with spider folicles. Great web resistance!	Old School RuneScape Wiki	Aranea boots; revision 15192520; canonical ID 29806
item.araxyte_slayer_helmet.29816	You don't want to wear it inside-out.	Old School RuneScape Wiki	Araxyte slayer helmet; revision 15192613; canonical ID 29816
item.araxyte_slayer_helmet_i.29818	You really don't want to wear it inside-out.	Old School RuneScape Wiki	Araxyte slayer helmet (i); revision 15192612; canonical ID 29818
item.araxyte_venom_sac.29784	Looks spicy!	Old School RuneScape Wiki	Araxyte venom sac; revision 15243562; canonical ID 29784
item.arcane_prayer_scroll.21079	Scrawled words that can invoke the power of the gods.	Pinned RuneLite OSRS cache	build 239; item ID 21079
item.arcane_sigil.12827	A sigil in the shape of an arcane symbol.	Pinned RuneLite OSRS cache	build 239; item ID 12827
item.arcane_spirit_shield.12825	An ethereal shield with an arcane sigil attached to it.	Old School RuneScape Wiki	Arcane spirit shield; revision 15234776; canonical ID 12825
item.arceuus_banner.20251	An ancient banner bearing the mark of the Arceuus Elders.	Old School RuneScape Wiki	Arceuus banner; revision 15187743; canonical ID 20251
item.arceuus_hood.20113	A rare hood from Arceuus.	Old School RuneScape Wiki	Arceuus hood; revision 15187788; canonical ID 20113
item.arceuus_library_teleport.19613	A teleport to the Arceuus Library	Old School RuneScape Wiki	Arceuus library teleport (tablet); revision 15231347; canonical ID 19613
item.arceuus_scarf.19943	A blue scarf adorned with a dark crystal.	Old School RuneScape Wiki	Arceuus scarf; revision 15187760; canonical ID 19943
item.archer_helm.3749	This helmet is worn by archers.	Old School RuneScape Wiki	Archer helm; revision 15182776; canonical ID 3749
item.archer_icon.28298	The icon of an archer.	Pinned RuneLite OSRS cache	build 239; item ID 28298
item.archers_ring.6733	A fabled ring that improves the wearer's skill with a bow...	Old School RuneScape Wiki	Archers ring; revision 15182777; canonical ID 6733
item.archers_ring_i.11771	A fabled ring that improves the wearer's skill with a bow...	Old School RuneScape Wiki	Archers ring (i); revision 15184565; canonical ID 11771
item.archery_ticket.1464	I can exchange this for equipment.	Pinned RuneLite OSRS cache	build 239; item ID 1464
item.arclight.19675	The magical sword is inactive and requires more ancient shards to regain its power.	Old School RuneScape Wiki	Arclight; revision 15272257; canonical ID 19675
